document_id,clean_text,sentiment
186,first reviewim huge marvel fan ive watch deadpool love themdont know one ive found hilari would seem whole theatr well joke spot act awesom except action great movi would recommend anyon stomach bit adult childish humour gorestori ok noth special execut make cameo far im concern awesom welland one thing pace also spot hour flew byill keep short go watch,Positive
187,feel live everi marvel movi day man feel like outcast team super hero fight antagonist tri end univers find never outcast surround love add million cameo flashback great perform cast doesnt make shoddi stori movi lean break th wall metavers aspect made origin uniqu substanc movi run ground love nostalgia cameo honestli thought best part movi post credit scene,Positive
188,ok delay watch movi open back juli never believ hype final relent went see thing thing go movi impress effect see alot money gone make movi gripe film stori line sum one word opinion movi plain daft differ time line differ version wolverin charact anoth marvel movi come mind regard topic last spiderman movi actor potray spiderman charact appear got stupid latest deadpool saga ryan reynold quick comed quip get tiresom least didnt pay see thing wife,Neutral
189,long time sinc watch deadpool movi id forgotten gross humor gratuit violenc swear break fourth wallit challeng first watch deadpool wolverinei sort rewir brain like anyth ive seen recentlyalso total unfamiliar xmen univers havent seen movi dont know much wolverin hurt bithowev watch loki knew variant multivers helpedth pace movi fast left feel old slownev less realli fun realli funni joke hyster frequent selfawar deadpool break fourth wall time funni toother mani cameo becom mindblow wesley snipe blade chri evan henri cavil list goe onther joke wolverin costum look like la ram uniform shawarma still never hadwel like overli long bore belov brit actor matthew macfadyen pretti fun rolehugh jackman time seem tri laugh reynoldsther sweet messag endand there ugliest dog world dogpoolso recommend probabl seen previou two deadpool movi guess mayb loki firstoh yeah music damn music throughout great credit end finish good riddanc time life,Positive
190,watch imax parent definit worth truli entertain fun smile laugh start till end also never thought would see old charact oldnew charact film mani easter egg your nerd truli nostalg could say one best multivers film ever also soundtrack film great howev movi longer wait mani year prequel end bittersweet grew movi thank deadpool marvel jesusand logan wrong guy alway,Positive
191,hugh jackman perfect wolverin fun movi like dialogu clever quip f bomb sprinkl definit take serious ton fun cameo didnt expect normal watch spoiler video ahead time didnt occas im glad didnt oh snap moment good action pack fun film break fox joke speak camera joke funni definit see sequel two horizon promot movi hard watch two hot one eat chicken wing make dynam duo wolverin lol,Positive
192,mani easter egg true comic charact may possibl singl handedli save mcu everyth youd expect deadpool movi plu havent left theatr buzzi long time rip shred tedium last year mcu make think may life endgam cinemat feel great amaz soundtrack ill probabl go back weekend watch lucki nz get preview night w day rest world see god bless mr levi reynold jackman laugh minut ride,Positive
193,crazi blast bonker sooo say movi whole team behind movi never hesit second go everyth store throw kitchen sink everyth elsewhat love highli satisfi movi first last second come littl littl wink audienc especi connect charact previou iterationsbut realli appreci make entir movi scene stori bit enjoy whole emot layer realli fun connect occur comeback introduct variou charact well done realli great see guy clearli know doingbetween onelin endless flow joke chemistri ryan reynold hugh jackman knock park overflowingli craycray frame oh overfil stuffsoh tone movi someth el intro sequenc masterpiec corridor type fight scene that fact street around end movi justa banquet madnessplu soundtrack like previou movi super satisfyingi quit excit come next mcu charact weve seen movi,Positive
194,pain watch movi time deadpool known crude foul languag movi went overkillwith joke made prior movi trailer movi show almost empti tank ga plot simpli dumb didnt much deadpool franchis humor formula felt like funni comedian tell joke differ style got oldther fun scene first time deadpool movi mani part simpli lost interest check watchthey probabl taken win first two deadpool movi left thatand would ok itnot worth movi ticket good enough goe digit,Positive
195,first marvel movi long time didnt make want fastforward end run fan servic cameo everyth came like well enough got feel throughout disney throw bunch stuff weve realli want u sloppi disorgan way hope forget flop start come movi almost like someon told ryan reynold make someth well like money dri need hit movi isnt go fix anyth like lot peopl thought would good better ill probabl watch,Positive
196,weve wait long moment beyond fun wholesom full surpris emot epic ryan reynold hugh jackman shawn levi pour heart movi itit beyond mcu timelin beyond even fox xmen movi kid grew movi charact kid adult still love everi bit ityou know go fun two man laugh hard even stomach feel joke sure deadpool water mcu deadpool best inevit bromanc unveil eye stori fine noth special feel know past knowledg charact respect univers make everyth hit emotionswhat cameo youd ask guess well alreadi know bunch sure there bunch even one alreadi knew meet eyeemma corrin villain cassandra nova good addit movi mcu whole smart strong coldblood also make fun two leadsth action visual beyond amaz realli realli creativ scene adamantium sword claw creat mayhem make everyth bloodyth music choic great fun time could crack much open scene pure goldcant prais movi enough deadpool wolverin definit top cinema experi easili guess one whole theater laugh cheer sob like one person could ask also movi got rewatch factor length perfect sure make ton money cant possibl catch detail first view sure want youll go againwhat credit scene might ask kind dont want say anyth dont want spoil even possibl direct thought take stay also credit someth realli beauti nowher near fun filler infin war level great movi one mcu finest,Positive
